,Job_Name,Company,Location,Job_type,Employees,Followers,Applicant,Industry,Involvement
634,Tibco,Tata Consultancy Services,"Bengaluru, Karnataka, India",On-site,10001,12345461,8,Information Technology & Services,Full-time · Mid-Senior level
635,"Professor of Mathematics (Asst., Assoc., or Full)",Sitare University,"Indore, Madhya Pradesh, India",On-site,10,340,63,Higher Education,Full-time
636,Customer & Digital Support New Associate-Query Management,Accenture in India,"Gurgaon, Haryana, India",On-site,10001,1628834,28,Information Technology & Services,Full-time · Entry level
637,Lead Software Engineer,HERE Technologies,"Bengaluru East, Karnataka, India",Hybrid,10000,198842,20,Information Technology & Services,Full-time · Mid-Senior level
638,Dotnet Developer,Tata Consultancy Services,"Delhi, India",On-site,10001,12345472,200,Information Technology & Services,Full-time
639,AGM - Active Operations,Vodafone Idea Limited,"Mumbai, Maharashtra, India",Hybrid,10001,241021,31,Telecommunications,Full-time · Mid-Senior level
640,Cloud Tech Lead-PAAS,Hanu Software,"Noida, Uttar Pradesh, India",Hybrid,1000,33360,42,Information Technology & Services,Full-time · Mid-Senior level
641,Technical Lead,Hexagon Asset Lifecycle Intelligence,"Hyderabad, Telangana, India",On-site,10001,97659,8,Computer Software,Full-time · Mid-Senior level
642,Technology Lead,Broadridge India,"Bengaluru, Karnataka, India",On-site,10000,8734,77,Financial Services,Full-time
643,"Senior Member Technical Staff - L3 Product Support (Java, SQL)",Model N,"Hyderabad, Telangana, India",Hybrid,1000,28350,31,Computer Software,Full-time · Mid-Senior level
644,Master Instructor Networking/Cyber/Cloud/Server/Full Stack/DevOps/Digital Marketing,Rooman Technologies,Greater Bengaluru Area,Hybrid,5000,12254,169,Education Management,Part-time
645,Sr. Site Reliability Engineer,Shell Recharge Solutions,"Gurgaon, Haryana, India",Hybrid,5000,26109,79,Automotive,Full-time · Mid-Senior level
646,Bus Process Delivery New Associate-Content Management,Accenture in India,"Hyderabad, Telangana, India",On-site,10001,1628849,25,Information Technology & Services,Full-time · Entry level
647,Lead Software Engineer,HERE Technologies,"Mumbai, Maharashtra, India",On-site,10000,198843,31,Information Technology & Services,Full-time · Mid-Senior level
649,Customer Service New Associate-Query Management,Accenture in India,"Gurgaon, Haryana, India",On-site,10001,1628849,94,Information Technology & Services,Full-time · Entry level
650,Job Opening for Kinaxis @ Pan India,HCLTech,"Tamil Nadu, India",Hybrid,10001,4675892,107,Information Technology & Services,Full-time · Mid-Senior level
651,IT Delivery,Infosys,"Pune, Maharashtra, India",Hybrid,10001,6987185,1,Information Technology & Services,Full-time · Mid-Senior level
652,MS Engineer,NTT Global Data Centers,"Mumbai, Maharashtra, India",Hybrid,1000,40828,72,Information Technology & Services,Full-time · Entry level
653,S2,SS&C Technologies,"Navi Mumbai, Maharashtra, India",On-site,10001,216377,14,Computer Software,Full-time
654,Jr. Technical Support Consultant Dynamics 365,Alpha Variance Solutions,"Bengaluru, Karnataka, India",On-site,50,6168,200,Information Technology & Services,Full-time
656,Fachkraft für Lagerlogistik (m/w/d),ZUFALL logistics group,"Nohradhar, Himachal Pradesh, India",On-site,5000,1602,29,Transportation/Trucking/Railroad,Full-time · Internship
657,Member Technical,Broadridge India,"Hyderabad, Telangana, India",On-site,10000,8734,109,Financial Services,Full-time
658,MS Engineer (L1)-Data Center,NTT Ltd.,"Mumbai, Maharashtra, India",Hybrid,10001,410774,180,Information Technology & Services,Full-time · Entry level
659,Member Technical,Broadridge India,"Hyderabad, Telangana, India",On-site,10000,8734,78,Financial Services,Full-time
660,FAAS Senior,EY,"Kanayannur, Kerala, India",On-site,10001,7366506,24,Information Technology & Services,Full-time · Mid-Senior level
661,Senior Regional Technical Specialist (Markets and Value Chains) - P-4,International Fund for Agricultural Development (IFAD),"New Delhi, Delhi, India",On-site,1000,178181,62,International Trade & Development,Full-time · Mid-Senior level
662,Technical Support Engineer - Freelance,Gigmo Solutions,India,Remote,200,24214,7,Information Technology & Services,Part-time
663,New Associate-Order to Cash Processing,Accenture in India,"Mumbai, Maharashtra, India",On-site,10001,1628853,65,Information Technology & Services,Full-time · Entry level
664,Customer & Digital Support New Associate-Query Management,Accenture in India,"Gurgaon, Haryana, India",On-site,10001,1628854,28,Information Technology & Services,Full-time · Entry level
665,International Business Manager,Hygienic Research Institute (HRIPL),"Mumbai, Maharashtra, India",On-site,5000,13550,128,Cosmetics,Full-time · Mid-Senior level
666,Job Opening for Oracle Netsuite,HCLTech,Greater Bengaluru Area,Hybrid,10001,4675905,143,Information Technology & Services,Full-time · Mid-Senior level
667,"Associate, Relationship Manager - Client Services",BlackRock,"Mumbai, Maharashtra, India",Hybrid,10001,1319935,5,Financial Services,Full-time
668,Customer Service Associate-Telecom Operations,Accenture in India,"Gurgaon, Haryana, India",On-site,10001,1628855,64,Information Technology & Services,Full-time · Entry level
669,Staff,Bunge,"Andhra Pradesh, India",On-site,10001,1213970,60,Food Production,Full-time · Associate
670,Data Entry Executive_Pattan,Get-Hired,"Kulgam, Jammu & Kashmir, India",On-site,50,1669,3,Staffing & Recruiting,Full-time · Entry level
671,Customer Service Associate-Telecom Operations,Accenture in India,"Gurgaon, Haryana, India",On-site,10001,1628857,33,Information Technology & Services,Full-time · Entry level
672,Transaction Processing New Associate-Order to Cash Processing,Accenture in India,"Bengaluru, Karnataka, India",On-site,10001,1628857,56,Information Technology & Services,Full-time · Entry level
673,"Senior Software Engineer, Frontend",Cowbell,"Pune, Maharashtra, India",Hybrid,500,6920,14,Insurance,Full-time · Mid-Senior level
674,Field Service Technician,Evoqua Water Technologies,"Lephripada, Odisha, India",On-site,5000,84683,11,Environmental Services,Full-time
675,UK Corporate Tax(Form-CT 600)-Senior associate,PwC Acceleration Centers in India,"Bengaluru East, Karnataka, India",On-site,10001,136896,2,Information Technology & Services,Full-time · Entry level
676,Tech Help Squad lead (India),Travelopia,"Bangalore Urban, Karnataka, India",Hybrid,5000,32426,17,"Leisure, Travel & Tourism",Full-time · Mid-Senior level
677,Asset Management - Investment Specialist Support - Associate,JPMorgan Chase & Co.,"Mumbai, Maharashtra, India",On-site,10001,3791163,16,Financial Services,Full-time
678,Sales Specialist - Digital Infrastructure,NTT Ltd.,"Mumbai, Maharashtra, India",Hybrid,10001,410776,63,Information Technology & Services,Full-time · Entry level
679,Senior Member of Technical Staff,VMware,"Bengaluru, Karnataka, India",Hybrid,10001,1863315,129,Computer Software,Full-time · Mid-Senior level
680,Senior Software Engineer,Informatica,"Bengaluru, Karnataka, India",Hybrid,10000,257294,200,Computer Software,Full-time · Mid-Senior level
681,Order to Cash Operations Associate-Order to Cash Processing,Accenture in India,"Noida, Uttar Pradesh, India",On-site,10001,1628858,101,Information Technology & Services,Full-time · Entry level
682,Solution Sales Specialist,Tech Data APAC​,"Mumbai, Maharashtra, India",On-site,10001,7755,20,Information Technology & Services,Full-time · Entry level
683,Associate - Treasury Risk,Avantor,"Coimbatore, Tamil Nadu, India",Hybrid,10001,114927,3,Biotechnology,Full-time · Entry level
684,MS Engineer - Network,NTT Ltd.,"Mumbai, Maharashtra, India",Hybrid,10001,410777,65,Information Technology & Services,Full-time · Entry level
686,Salesforce Developer,FIS,"Bengaluru, Karnataka, India",On-site,10001,564041,24,Information Technology & Services,Full-time · Mid-Senior level
687,CIB Tech - Digital Markets Execution - Agile Delivery/ Scrum,JPMorgan Chase & Co.,"Mumbai, Maharashtra, India",Hybrid,10001,3791170,27,Financial Services,Full-time
688,Datacenter Presales Specialist,Serverwala Cloud Data Center Pvt. Ltd.,"Mumbai, Maharashtra, India",On-site,50,2208,42,Computer Software,Full-time
689,Executive Assistant,Colliers,"Bengaluru, Karnataka, India",On-site,10001,699233,63,Real Estate,Full-time · Executive
690,"Solution Architect, Software Engineering",Xerox,"Kochi, Kerala, India",On-site,10001,923167,19,Information Technology & Services,Full-time · Associate
691,Training and Engagement Supervisor,Bimbo Bakeries USA,"Jalalabad, Punjab, India",On-site,10001,196543,87,Food Production,Full-time · Mid-Senior level
692,Senior Information Security Analyst (IT Risk),InMobi,"Bangalore Urban, Karnataka, India",Hybrid,1000,205779,200,Marketing & Advertising,Full-time
693,Sr Software Engineer (Java),HERE Technologies,"Mumbai, Maharashtra, India",Hybrid,10000,198843,21,Information Technology & Services,Full-time · Mid-Senior level
694,Associate-Telecom Operations,Accenture in India,"Gurgaon, Haryana, India",On-site,10001,1628859,70,Information Technology & Services,Full-time · Entry level
695,"Education Specialist (Education Technology), NOC, (Fixed Term), New Delhi, India, Post No. 122682 [This position is for Indian Nationals only]",UNICEF,"Delhi, Delhi, India",On-site,10001,4251959,121,Non-profit Organization Management,Full-time · Associate
696,Plant Supervisor,Bimbo Bakeries USA,"Jalalabad, Punjab, India",On-site,10001,196543,200,Food Production,Full-time · Mid-Senior level
697,Transaction Processing New Associate-Insurance,Accenture in India,"Mumbai, Maharashtra, India",On-site,10001,1628860,35,Information Technology & Services,Full-time · Entry level
698,Business Relationship Manager (BRM),BorgWarner,"Bengaluru, Karnataka, India",On-site,10001,293437,1,Automotive,Full-time
699,Senior Risk Analytics Consultant,Wells Fargo,"Bengaluru, Karnataka, India",On-site,10001,2160556,6,Financial Services,Full-time · Mid-Senior level
700,Presales /Solutioning Specialist,Denave,"Noida, Uttar Pradesh, India",Hybrid,5000,76619,200,Management Consulting,Full-time · Mid-Senior level
701,Delivery Coordinator,NCR Corporation,"Puducherry, Puducherry, India",On-site,10001,454980,115,Information Technology & Services,Full-time · Entry level
702,Technical Leader,Deltatre,"Mumbai, Maharashtra, India",Hybrid,5000,26603,50,Information Technology & Services,Full-time · Mid-Senior level
703,"Sr. Representative, Operations",Concentrix,"Vadodara, Gujarat, India",On-site,10001,1201785,157,Information Technology & Services,Contract · Entry level
704,ServiceNow-PAN India,Tata Consultancy Services,"Bengaluru, Karnataka, India",Hybrid,10001,12345638,81,Information Technology & Services,Full-time · Mid-Senior level
705,Senior Software Engineer (Frontend),Practice by Numbers,"Gurugram, Haryana, India",Hybrid,50,2724,38,Computer Software,Full-time
706,Manager-Regional Account Service Manager,Vodafone Idea Limited,"Haryana, India",Hybrid,10001,241022,101,Telecommunications,Full-time · Mid-Senior level
707,Software Engineer II (Full-stack Developer) | TReDS_REMOTE,C2FO,"Gautam Buddha Nagar, Uttar Pradesh, India",On-site,1000,34812,52,Financial Services,Full-time · Entry level
708,Order to Cash Operations Associate-Order to Cash Processing,Accenture in India,"Noida, Uttar Pradesh, India",On-site,10001,1628863,72,Information Technology & Services,Full-time · Entry level
709,Software Engineer,Hexagon Asset Lifecycle Intelligence,"Hyderabad, Telangana, India",On-site,10001,97661,2,Computer Software,Full-time · Associate
711,Customer & Digital Support New Associate-Query Management,Accenture in India,"Gurgaon, Haryana, India",On-site,10001,1628864,23,Information Technology & Services,Full-time · Entry level
712,Senior Full Stack Engineer,Outbrain,"Mumbai, Maharashtra, India",Hybrid,1000,68966,25,Computer Software,Full-time · Mid-Senior level
713,Order to Cash Operations Associate-Order to Cash Processing,Accenture in India,"Noida, Uttar Pradesh, India",On-site,10001,1628864,74,Information Technology & Services,Full-time · Entry level
715,Engineering Support Advisor,Finastra,"Bengaluru, Karnataka, India",Hybrid,10001,157013,59,Financial Services,Full-time · Mid-Senior level
716,Software Consultant,Hexagon Asset Lifecycle Intelligence,"Hyderabad, Telangana, India",Hybrid,10001,97661,39,Computer Software,Full-time · Mid-Senior level
717,"Specialist, Quality Control",LSEG (London Stock Exchange Group),"Bengaluru, Karnataka, India",Hybrid,10001,246032,17,Financial Services,Full-time · Entry level
718,Field Service Engineer - Chennai,Videojet Technologies,"Navi Mumbai, Maharashtra, India",On-site,5000,56764,31,Printing,Full-time
719,Process Associate-HIG013307,Genpact,"Hanamakonda, Telangana, India",Hybrid,10001,2639040,69,Information Technology & Services,Full-time · Entry level
720,Bus Process Delivery New Associate-Content Management,Accenture in India,"Hyderabad, Telangana, India",On-site,10001,1628865,15,Information Technology & Services,Full-time · Entry level
721,Program Manager- Finance,Kaivalya Education Foundation,"Ahmedabad, Gujarat, India",Hybrid,500,6167,126,Non-profit Organization Management,Full-time
723,Senior Software Engineer,Anthology Inc,"Chennai, Tamil Nadu, India",On-site,5000,37321,53,Higher Education,Full-time · Mid-Senior level
724,Associate,Global Info Systems,"New Delhi, Delhi, India",Hybrid,50,225,38,Information Technology & Services,Full-time
725,Transaction Processing Associate-KYC,Accenture in India,"Chennai, Tamil Nadu, India",On-site,10001,1628870,138,Information Technology & Services,Full-time · Entry level
726,Oracle Apps Technical Analyst,Emerson,"Chandigarh, Chandigarh, India",On-site,10001,858765,24,Mechanical Or Industrial Engineering,Full-time · Entry level
727,Guidewire Claim center developer,Aspire Systems,Greater Chennai Area,Hybrid,5000,95492,17,Information Technology & Services,Full-time · Mid-Senior level
728,"Senior Regional Technical Specialist – Markets and Value Chains, P-4, New Delhi",International Fund for Agricultural Development (IFAD),"New Delhi, Delhi, India",On-site,1000,178183,132,International Trade & Development,Full-time · Mid-Senior level
729,Angular Developer,Tata Consultancy Services,"Kochi, Kerala, India",On-site,10001,12345680,88,Information Technology & Services,Full-time · Mid-Senior level
730,Bus Process Delivery New Associate-Query Management,Accenture in India,"Mumbai, Maharashtra, India",On-site,10001,1628871,28,Information Technology & Services,Full-time · Entry level
731,Technology Lead,Broadridge India,"Hyderabad, Telangana, India",On-site,10000,8734,97,Financial Services,Full-time
732,SAP SD Consultant,Tata Consultancy Services,Greater Bengaluru Area,On-site,10001,12345687,76,Information Technology & Services,Full-time · Mid-Senior level
733,Senior Magento Developer,6thStreet.com,Greater Bengaluru Area,On-site,500,81252,82,Retail,Full-time · Mid-Senior level
734,Transaction Processing New Associate-Order to Cash Processing,Accenture in India,"Bengaluru, Karnataka, India",On-site,10001,1628871,56,Information Technology & Services,Full-time · Entry level
735,Backend Technical Lead,WatchGuard Technologies,"Noida, Uttar Pradesh, India",On-site,5000,38878,85,Computer & Network Security,Full-time · Mid-Senior level
736,Technical Marketing Engineer,Monad Electronics,"Jaipur, Rajasthan, India",On-site,50,317,200,Industrial Automation,Full-time
737,Sector IT Assoc Specialist,PepsiCo,"Peerancheru, Telangana, India",On-site,10001,7174663,89,Food & Beverages,Full-time · Mid-Senior level
738,Service Executive - Lucknow,Leica Microsystems,Greater Kolkata Area,On-site,5000,111849,62,Medical Device,Full-time
739,Job Opening for JDA/BY TMS @ Pan India,HCLTech,"Tamil Nadu, India",Hybrid,10001,4675975,67,Information Technology & Services,Full-time · Mid-Senior level
740,Business Development Executive,Digital Web Solutions,"Gurugram, Haryana, India",On-site,500,8720,48,Marketing & Advertising,Full-time
742,Lead Engineer (Web),Avis Budget Group,"Bangalore Urban district, India",Hybrid,10001,123758,64,"Leisure, Travel & Tourism",Full-time · Mid-Senior level
743,Microsoft Dynamics Consultant,Synechron,"Goregaon, Maharashtra, India",Hybrid,10001,567116,104,Financial Services,Full-time · Mid-Senior level
744,MS Engineer,NTT Global Data Centers,"Mumbai, Maharashtra, India",Hybrid,1000,40828,13,Information Technology & Services,Full-time · Entry level
745,Senior Software Engineer - Backend,Fubo,"Bengaluru, Karnataka, India",Hybrid,1000,13486,105,Entertainment,Full-time · Mid-Senior level
746,Senior Software Engineer,Informatica,"Bengaluru, Karnataka, India",Hybrid,10000,257300,200,Computer Software,Full-time · Mid-Senior level
747,Freelance Data Annotation,Globose Technology Solutions,India,Remote,200,4862,70,Information Technology & Services,Part-time
748,Bus Process Delivery New Associate-Content Management,Accenture in India,"Hyderabad, Telangana, India",On-site,10001,1628873,15,Information Technology & Services,Full-time · Entry level
749,Field Marketing Representative,PW (PhysicsWallah),"Bengaluru, Karnataka, India",On-site,5000,148190,65,E-learning,Full-time · Mid-Senior level
750,Manager-BFS026988,Genpact,"Bengaluru, Karnataka, India",On-site,10001,2639057,3,Information Technology & Services,Full-time · Mid-Senior level
751,E-data Senior Analyst,NielsenIQ,"Gurgaon, Haryana, India",On-site,10001,698852,38,Information Services,Full-time · Mid-Senior level
752,Technical Lead,Hexagon Asset Lifecycle Intelligence,"Hyderabad, Telangana, India",On-site,10001,97661,8,Computer Software,Full-time · Mid-Senior level
753,Sr Revenue Analyst,Trimble Inc.,"Pune, Maharashtra, India",On-site,10001,207865,9,Computer Software,Full-time · Mid-Senior level
755,Mitarbeiter Umschlaglager(m/w/d),ZUFALL logistics group,"Nohradhar, Himachal Pradesh, India",On-site,5000,1602,22,Transportation/Trucking/Railroad,Full-time · Associate
756,Technical Specialist - Cloud Services,NTT Ltd.,"Mumbai, Maharashtra, India",Hybrid,10001,410780,20,Information Technology & Services,Full-time · Mid-Senior level
757,Sales Executive,LIFE AT WOODS,"Hyderabad, Telangana, India",On-site,200,791,46,Government Administration,Full-time
759,Technical Business Analyst,iSteer,"Bengaluru, Karnataka, India",On-site,500,4446,41,Information Technology & Services,Full-time · Mid-Senior level
760,Front Office Executive,Cocentrus,"Gurgaon, Haryana, India",On-site,10,6222,21,Human Resources,Full-time · Mid-Senior level
761,Sr Software Engineer,HERE Technologies,"Mumbai, Maharashtra, India",Hybrid,10000,198843,67,Information Technology & Services,Full-time · Mid-Senior level
762,Purpose & Inclusion- Veteran Intern,PwC Acceleration Centers,"Bengaluru, Karnataka, India",On-site,10001,281592,14,Information Technology & Services,Internship · Internship
763,Field Service Technician,Evoqua Water Technologies,"Lephripada, Odisha, India",On-site,5000,84683,19,Environmental Services,Full-time
764,Sr Revenue Analyst,Trimble Inc.,"Pune, Maharashtra, India",On-site,10001,207866,9,Computer Software,Full-time · Mid-Senior level
765,Customer Service Associate-Telecom Operations,Accenture in India,"Gurgaon, Haryana, India",On-site,10001,1628876,33,Information Technology & Services,Full-time · Entry level
766,Customer & Digital Support New Associate-Query Management,Accenture in India,"Gurgaon, Haryana, India",On-site,10001,1628877,23,Information Technology & Services,Full-time · Entry level
767,Business Development Executive,BYJU'S,"Bengaluru, Karnataka, India",On-site,10001,1799475,18,E-learning,Full-time
768,Member Technical,Broadridge India,"Hyderabad, Telangana, India",On-site,10000,8734,200,Financial Services,Full-time
770,Nuance PowerScribe,HCLTech,"Bengaluru, Karnataka, India",On-site,10001,4675992,49,Information Technology & Services,Full-time · Mid-Senior level
771,Lead Software Engineer,HERE Technologies,"Bengaluru East, Karnataka, India",Hybrid,10000,198843,25,Information Technology & Services,Full-time · Mid-Senior level
772,Programming Lead,Labcorp,"Pune, Maharashtra, India",Hybrid,10001,247581,28,Hospital & Health Care,Full-time · Entry level
773,Member Technical,Broadridge India,"Hyderabad, Telangana, India",On-site,10000,8734,57,Financial Services,Full-time
774,Jr. Business Development Associate (Fresher),Narola Infotech,"Surat, Gujarat, India",On-site,500,27011,5,Information Technology & Services,Full-time
775,Architect,Infosys,"Bengaluru East, Karnataka, India",On-site,10001,6987271,4,Information Technology & Services,Full-time · Mid-Senior level
776,"Assistant Team Leader - New Delhi, India",Blue Umbrella Limited,"New Delhi, Delhi, India",On-site,500,12123,166,Research,Full-time · Entry level
777,VD SEATING,Akkodis,"Chennai, Tamil Nadu, India",On-site,10001,1464817,35,Information Technology & Services,Full-time · Mid-Senior level
779,Senior Dotnet Developer,Beyond360,"Noida, Uttar Pradesh, India",On-site,50,6745,176,Computer Software,Full-time
780,Customer Service Associate-Telecom Operations,Accenture in India,"Gurgaon, Haryana, India",On-site,10001,1628882,45,Information Technology & Services,Full-time · Entry level
781,Senior Customer Service Associate,Intellero,"Nagpur, Maharashtra, India",On-site,50,420,176,Information Technology & Services,Full-time
782,Oracle ERP Systems Administrator,Teladoc Health,"Mumbai, Maharashtra, India",Hybrid,5000,172809,85,Hospital & Health Care,Full-time · Mid-Senior level
783,Linux Kernel Engineer,Toshiba Software (India) Pvt. Ltd.,"Bengaluru, Karnataka, India",Hybrid,5000,22625,138,Information Technology & Services,Full-time · Associate
784,Senior Data Analyst,IKEA,"Bengaluru, Karnataka, India",Hybrid,10001,2652540,150,Retail,Full-time
785,Sales Executive,Healthy Jeena Sikho | Delhi | Gurgaon | Noida | Chandigarh | Ludhiana | Bathinda | Shimla,"Sahibzada Ajit Singh Nagar, Punjab, India",On-site,50,848,85,"Health, Wellness & Fitness",Full-time
786,Information Security Officer,Hexagon Asset Lifecycle Intelligence,"Hyderabad, Telangana, India",On-site,10001,97662,135,Computer Software,Full-time · Associate
787,Business Development Associate,BYJU'S,"Kolkata metropolitan area, West Bengal, India",On-site,10001,1799478,26,E-learning,Full-time
788,Intern,Hexagon Capability Center India,"Hyderabad, Telangana, India",On-site,5000,35563,1,Information Technology & Services,Internship · Internship
789,IT Trainer and MIS,GP Strategies Corporation,"Chikkaballapur, Karnataka, India",On-site,5000,108790,33,Professional Training & Coaching,Contract
790,Sr Software Engineer,HERE Technologies,"Bengaluru, Karnataka, India",Hybrid,10000,198843,124,Information Technology & Services,Full-time · Mid-Senior level
791,Oracle ERP Systems Administrator,Teladoc Health,"Mumbai, Maharashtra, India",Hybrid,5000,172810,85,Hospital & Health Care,Full-time · Mid-Senior level
792,Sap WM Consultant,Response Informatics,"Bengaluru, Karnataka, India",On-site,5000,34782,35,Information Technology & Services,Full-time · Mid-Senior level
793,Senior Associate,PwC India,"Hyderabad, Telangana, India",On-site,10000,1079282,23,Management Consulting,Full-time · Mid-Senior level
794,JAMF Engineer ( Delhi/ Mumbai/ Banaglore),Team Computers,"Mumbai, Maharashtra, India",On-site,5000,45895,38,Information Technology & Services,Full-time · Associate
795,Security Consultant ( Audit/Compliance),Atos,"Navi Mumbai, Maharashtra, India",On-site,10001,1727272,51,Information Technology & Services,Full-time
796,Customer Service New Associate-Query Management,Accenture in India,"Gurgaon, Haryana, India",On-site,10001,1628887,25,Information Technology & Services,Full-time · Entry level
798,Senior Developer,Novo Nordisk,"Bengaluru, Karnataka, India",On-site,10001,1438448,20,Pharmaceuticals,Full-time
799,Microsoft Dynamics Consultant,Synechron,"Goregaon, Maharashtra, India",Hybrid,10001,567119,104,Financial Services,Full-time · Mid-Senior level
800,Field Service Technician,Evoqua Water Technologies,"Lephripada, Odisha, India",On-site,5000,84683,18,Environmental Services,Full-time
801,SAP HCM,Tata Consultancy Services,"Bengaluru, Karnataka, India",Hybrid,10001,12345769,45,Information Technology & Services,Full-time · Mid-Senior level
802,Business Development Specialist,Unify Healthcare Services,"Sahibzada Ajit Singh Nagar, Punjab, India",On-site,200,4908,78,Hospital & Health Care,Full-time
803,Full-Time and Visiting Faculty – Computing Science & Computer Information Systems,Fraser Valley India | University of the Fraser Valley,"Chandigarh, India",On-site,50,2634,38,Higher Education,Full-time
804,Initiativbewerbung,Johnson Controls,"Kalsi, Uttarakhand, India",On-site,10001,1247346,8,Mechanical Or Industrial Engineering,Full-time
805,"Specialist, Quality Control",LSEG (London Stock Exchange Group),"Bengaluru, Karnataka, India",Hybrid,10001,246034,4,Financial Services,Full-time · Entry level
806,Senior Lead Engineer - IT,Guardian Life,"Gurgaon, Haryana, India",On-site,10000,90425,37,Financial Services,Full-time · Mid-Senior level
807,Customer Service New Associate-Query Management,Accenture in India,"Mumbai, Maharashtra, India",On-site,10001,1628888,88,Information Technology & Services,Full-time · Entry level
808,Business Journalist,1 Finance,Mumbai Metropolitan Region,On-site,500,13558,20,Financial Services,Full-time · Mid-Senior level
809,Staff Engineer,Beckman Coulter Diagnostics,"Bengaluru, Karnataka, India",On-site,10001,257828,18,Medical Device,Full-time
810,Sr Software Engineer,Wabtec Corporation,"Bengaluru, Karnataka, India",On-site,10001,131450,11,Railroad Manufacture,Full-time · Mid-Senior level
811,Principal Scala Developer,Avlino,Greater Bengaluru Area,Hybrid,50,12206,191,Computer Software,Full-time
812,Customer Service Associate-Query Management,Accenture in India,"Bengaluru, Karnataka, India",On-site,10001,1628890,104,Information Technology & Services,Full-time · Entry level
813,QE - Automation + Manual,PwC,"Bengaluru, Karnataka, India",Hybrid,10001,5085301,133,Accounting,Full-time
814,Software Engineer Instructor,General Assembly,"Uttar Pradesh, India",Hybrid,1000,193879,50,Higher Education,Temporary
815,Senior Technical Architect,Builder.ai,"Gurugram, Haryana, India",Hybrid,1000,152281,34,Computer Software,Full-time · Mid-Senior level
816,Business Analyst - Banking,Societe Generale Global Solution Centre,"Bengaluru, Karnataka, India",Hybrid,10000,256283,200,Information Technology & Services,Part-time · Entry level
817,Business Analyst,Live Connections,"Chennai, Tamil Nadu, India",On-site,1000,104224,48,Human Resources,Full-time
819,Customer Service Associate-Query Management,Accenture in India,"Mumbai, Maharashtra, India",On-site,10001,1628890,26,Information Technology & Services,Full-time · Entry level
820,Process Improvement Assoc I - Client Data Manager - KYC,JPMorgan Chase & Co.,"Bengaluru, Karnataka, India",On-site,10001,3791234,15,Financial Services,Full-time
821,Information Technology Governance Manager,GramPro Business Services Pvt. Ltd.,"Kerala, India",On-site,500,7550,115,Information Technology & Services,Full-time · Mid-Senior level
824,Customer Service Associate-Query Management,Accenture in India,"Bengaluru, Karnataka, India",On-site,10001,1628890,82,Information Technology & Services,Full-time · Entry level
825,Customer Service Representative,Buzzworks Business Services Pvt. Ltd.,"Bengaluru, Karnataka, India",On-site,10001,20985,23,Staffing & Recruiting,Full-time
827,IT Delivery,Infosys,"Bengaluru East, Karnataka, India",On-site,10001,6987308,3,Information Technology & Services,Full-time · Mid-Senior level
828,Embedded Engineer,Teamware Solutions a division of Quantum Leap Consulting Pvt. Ltd,"Gujarat, India",Hybrid,5000,116741,47,Information Technology & Services,Full-time · Mid-Senior level
829,S2,SS&C Technologies,"Navi Mumbai, Maharashtra, India",On-site,10001,216378,14,Computer Software,Full-time
830,Staff,Bunge,"Andhra Pradesh, India",On-site,10001,1213980,66,Food Production,Full-time · Associate
831,BNG Network Developer,HCLTech,"Bengaluru, Karnataka, India",Hybrid,10001,4676033,44,Information Technology & Services,Full-time · Mid-Senior level
832,Assistant Vice President Sales,Wardwizard Innovations & Mobility Ltd,"Patna, Bihar, India",On-site,5000,10956,175,Renewables & Environment,Full-time
833,Sales Coordinator - Mumbai Sales Office,Hyatt Hotels Corporation,"Bambolim, Goa, India",On-site,10001,1154533,4,Hospitality,Full-time · Entry level
834,Field Service Engineer - Coimbatore,Videojet Technologies,"Mumbai, Maharashtra, India",On-site,5000,56765,57,Printing,Full-time
835,Field Service Technician,Evoqua Water Technologies,"Lephripada, Odisha, India",On-site,5000,84683,15,Environmental Services,Full-time
836,Senior Software Engineer - Core Laboratory,Medpace,"Navi Mumbai, Maharashtra, India",On-site,5000,156276,34,Pharmaceuticals,Full-time · Mid-Senior level
837,Sr Training and Engagement Specialist,Bimbo Bakeries USA,"Jalalabad, Punjab, India",On-site,10001,196546,36,Food Production,Full-time · Mid-Senior level
838,Technical Business Analyst,iSteer,"Bengaluru, Karnataka, India",On-site,500,4448,43,Information Technology & Services,Full-time · Mid-Senior level
839,Senior Software Engineer,Iris Software Inc.,"Noida, Uttar Pradesh, India",Hybrid,5000,295766,85,Information Technology & Services,Full-time · Mid-Senior level
840,SAP SD-CS-PS Team Lead,Sulzer,"Navi Mumbai, Maharashtra, India",On-site,10001,242517,34,Machinery,Full-time · Mid-Senior level
841,Solution Specialist - Service Now | 6 to 12 years | Pan India,Capgemini,"Bengaluru, Karnataka, India",On-site,10001,5643226,1,Information Technology & Services,Full-time · Entry level
842,Sr. Embedded Engineer,Softnautics,"Pune, Maharashtra, India",On-site,200,17241,60,Information Technology & Services,Full-time · Mid-Senior level
843,Senior Software Engineer,Celigo,"Hyderabad, Telangana, India",Hybrid,1000,21623,28,Computer Software,Full-time · Mid-Senior level
845,Senior Enterprise Security Engineer,AlphaSense,"Pune, Maharashtra, India",On-site,5000,35551,18,Computer Software,Full-time · Mid-Senior level
846,Job Opening for Oracle PLM Cloud / Product Lifecycle Management  @ Pan India,HCLTech,"Tamil Nadu, India",Hybrid,10001,4676044,95,Information Technology & Services,Full-time · Mid-Senior level
